Exchange,UniqueNo,SchemeCode,RTASchemeCode,AMCSchemeCode,ISINNO,SchemeType,SchemePlan,MinimumPurchaseAmount,AdditionalPurchaseAmountMultiple,MaximumPurchaseAmount,DividendReinvestmentFlag,SIPFLAG,STPFLAG,SWPFlag,SwitchFLAG,SETTLEMENTTYPE,StartDate,ExitLoadFlag,ExitLoad,LockinPeriodFlag,LockinPeriod,ChannelPartnerCode
B,9732,1342-DP,1342,1342,INF194KA1PX8,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,27-05-2014 00:00:00,N,0,N,0,G1342
B,9733,1343-DP,1343,1343,INF194KA1PW0,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,27-05-2014 00:00:00,N,0,N,0,G1343
B,9759,1344-GR,1344,1344,INF194KA1QC0,DEBT,NORMAL,10000,1,0,Z,N,N,N,N,MF,16-06-2014 00:00:00,N,0,N,0,G1344
B,9760,1345-DP,1345,1345,INF194KA1QD8,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,16-06-2014 00:00:00,N,0,N,0,G1345
B,9761,1346-DP,1346,1346,INF194KA1QF3,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,16-06-2014 00:00:00,N,0,N,0,G1346
B,9762,1347-DP,1347,1347,INF194KA1QE6,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,16-06-2014 00:00:00,N,0,N,0,G1347
B,9767,1348-GR,1348,1348,INF194KA1QI7,DEBT,NORMAL,10000,1,0,Z,N,N,N,N,MF,03-06-2014 00:00:00,N,0,N,0,G1348
B,9768,1349-DP,1349,1349,INF194KA1QJ5,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,03-06-2014 00:00:00,N,0,N,0,G1349
B,9769,1350-GR,1350,1350,INF194KA1QO5,DEBT,NORMAL,10000,1,0,Z,N,N,N,N,MF,05-06-2014 00:00:00,N,0,N,0,G1350
B,9770,1351-DP,1351,1351,INF194KA1QP2,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,05-06-2014 00:00:00,N,0,N,0,G1351
B,9771,1352-DP,1352,1352,INF194KA1QR8,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,05-06-2014 00:00:00,N,0,N,0,G1352
B,9772,1353-DP,1353,1353,INF194KA1QQ0,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,05-06-2014 00:00:00,N,0,N,0,G1353
B,7936,287-DP,287,287,INF194KA1FU5,EQUITY,NORMAL,5000,1,0,N,N,N,N,N,MF,13-01-2014 00:00:00,N,0,N,0,G287
B,7937,287S-DP,287,287,INF194KA1FV3,EQUITY,NORMAL,5000,1,0,N,N,N,N,N,MF,13-01-2014 00:00:00,N,0,N,0,G287
B,8229,288-DP,288,288,INF194KA1IS3,EQUITY,NORMAL,5000,1,0,N,N,N,N,N,MF,10-02-2014 00:00:00,N,0,N,0,G288
B,8230,288-DS,288,288,INF194KA1IT1,EQUITY,NORMAL,5000,1,0,N,N,N,N,N,MF,10-02-2014 00:00:00,N,0,N,0,G288
B,2460,872GR,872,872,INF194K01YL8,DEBT,NORMAL,10000,1,0,Z,N,N,N,N,MF,16-03-2012 00:00:00,N,0,N,0,G872
B,2461,873-DP,873,873,INF194K01YM6,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,16-03-2012 00:00:00,N,0,N,0,G873
B,2486,876-GR,876,876,INF194K01YN4,DEBT,NORMAL,10000,1,0,Z,N,N,N,N,MF,20-03-2012 00:00:00,N,0,N,0,G876
B,2487,877-DP,877,877,INF194K01YO2,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,20-03-2012 00:00:00,N,0,N,0,G877
B,2488,878-QD,878,878,INF194K01YP9,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,20-03-2012 00:00:00,N,0,N,0,G878
B,7858,D13-GR,D13,D13,INF194K01O62,DEBT,DIRECT,100,1,0,Z,N,N,N,N,T1,05-11-2016 00:00:00,N,0,N,0,D13
B,46478,D13-GR-L1,D13,D13,INF194K01O62,DEBT,DIRECT,200000,1,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,D13
B,46479,D1473-DP,D1473,D1473,INF194KA19T3,DEBT,DIRECT,5000,10,0,N,N,N,N,N,MF,09-07-2018 00:00:00,N,0,N,0,GD1473
B,7865,D201-GR,D201,D201,INF194K01V89,EQUITY,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T3,05-11-2016 00:00:00,Y,0,N,0,GD201
B,46480,D201-GR-L1,D201,D201,INF194K01V89,EQUITY,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD201
B,7866,D202-DP,D202,D202,INF194K01V97,EQUITY,DIRECT,5000,0.01,0,N,Y,Y,Y,Y,T3,05-11-2016 00:00:00,Y,0,N,0,GD202
B,46481,D202-DP-L1,D202,D202,INF194K01V97,EQUITY,DIRECT,200000,0.01,0,N,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD202
B,7869,D203-GR,D203,D203,INF194K01W62,EQUITY,DIRECT,10000,0.01,0,Z,Y,Y,Y,Y,T3,05-11-2016 00:00:00,Y,0,N,0,GD203
B,46482,D203-GR-L1,D203,D203,INF194K01W62,EQUITY,DIRECT,200000,0.01,0,Z,Y,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD203
B,7870,D204-DP,D204,D204,INF194K01W70,EQUITY,DIRECT,10000,0.01,0,N,Y,Y,Y,Y,T3,05-11-2016 00:00:00,Y,0,N,0,GD204
B,46483,D204-DP-L1,D204,D204,INF194K01W70,EQUITY,DIRECT,200000,1,0,N,Y,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD204
B,7867,D205-GR,D205,D205,INF194K01W21,EQUITY,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T3,05-11-2016 00:00:00,Y,0,N,0,GD205
B,46484,D205-GR-L1,D205,D205,INF194K01W21,EQUITY,DIRECT,200000,0.01,0,Z,Y,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD205
B,7868,D206-DP,D206,D206,INF194K01W39,EQUITY,DIRECT,5000,0.01,0,N,Y,Y,Y,Y,T3,05-11-2016 00:00:00,Y,0,N,0,GD206
B,46485,D206-DP-L1,D206,D206,INF194K01W39,EQUITY,DIRECT,200000,0.01,0,N,Y,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD206
B,7880,D207-GR,D207,D207,INF194K01Z44,EQUITY,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T3,05-11-2016 00:00:00,Y,0,N,0,GD207
B,46486,D207-GR-L1,D207,D207,INF194K01Z44,EQUITY,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD207
B,7881,D208-DP,D208,D208,INF194K01Z51,EQUITY,DIRECT,5000,0.01,0,N,Y,Y,Y,Y,T3,05-11-2016 00:00:00,Y,0,N,0,GD208
B,46487,D208-DP-L1,D208,D208,INF194K01Z51,EQUITY,DIRECT,200000,0.01,0,N,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD208
B,7876,D209-GR,D209,D209,INF194K01Y60,EQUITY,DIRECT,100,0.01,0,Z,Y,Y,Y,Y,T3,05-11-2016 00:00:00,Y,0,N,0,GD209
B,46488,D209-GR-L1,D209,D209,INF194K01Y60,EQUITY,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD209
B,7877,D210-DP,D210,D210,INF194K01Y78,EQUITY,DIRECT,100,0.01,0,N,Y,Y,Y,Y,T3,05-11-2016 00:00:00,Y,0,N,0,GD210
B,45569,D210-DP-L1,D210,D210,INF194K01Y78,EQUITY,DIRECT,200000,0.01,0,N,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD210
B,7882,D215-GR,D215,D215,INF194K01Z85,EQUITY,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T3,05-11-2016 00:00:00,Y,0,N,0,GD215
B,45570,D215-GR-L1,D215,D215,INF194K01Z85,EQUITY,DIRECT,200000,0.01,0,Z,Y,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD215
B,7883,D216-DP,D216,D216,INF194K01Z93,EQUITY,DIRECT,5000,0.01,0,N,Y,Y,Y,Y,T3,05-11-2016 00:00:00,Y,0,N,0,GD216
B,45571,D216-DP-L1,D216,D216,INF194K01Z93,EQUITY,DIRECT,200000,0.01,0,N,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD216
B,7878,D217-GR,D217,D217,INF194K01Z02,EQUITY,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T3,05-11-2016 00:00:00,Y,0,N,0,GD217
B,45572,D217-GR-L1,D217,D217,INF194K01Z02,EQUITY,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD217
B,7879,D218-DP,D218,D218,INF194K01Z10,EQUITY,DIRECT,5000,0.01,0,N,Y,Y,Y,Y,T3,05-11-2016 00:00:00,Y,0,N,0,GD218
B,45573,D218-DP-L1,D218,D218,INF194K01Z10,EQUITY,DIRECT,200000,0.01,0,N,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD218
B,7874,D223-GR,D223,D223,INF194K01Y29,ELSS,DIRECT,500,500,0,Z,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,GD223
B,45574,D223-GR-L1,D223,D223,INF194K01Y29,ELSS,DIRECT,200000,500,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,GD223
B,7875,D224-DP,D224,D224,INF194K01Y37,ELSS,DIRECT,500,500,0,N,Y,Y,Y,Y,T3,05-11-2016 00:00:00,N,0,N,0,GD224
B,45575,D224-DP-L1,D224,D224,INF194K01Y37,ELSS,DIRECT,200000,500,0,N,N,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,GD224
B,7887,D237-GR,D237,D237,INF194K016A9,DEBT,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T1,08-11-2016 00:00:00,Y,0,N,0,GD237
B,45576,D237-GR-L1,D237,D237,INF194K016A9,DEBT,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,08-11-2016 00:00:00,Y,0,N,0,GD237
B,7888,D238-DP,D238,D238,INF194K017A7,DEBT,DIRECT,5000,0.01,0,N,Y,Y,Y,Y,T1,08-11-2016 00:00:00,Y,0,N,0,GD238
B,45577,D238-DP-L1,D238,D238,INF194K017A7,DEBT,DIRECT,200000,0.01,0,N,N,N,N,N,L1,08-11-2016 00:00:00,Y,0,N,0,GD238
B,7889,D238-DR,D238R,D238R,INF194K018A5,DEBT,DIRECT,5000,1,0,Y,N,Y,Y,Y,T1,19-11-2016 00:00:00,N,0,N,0,GD238R
B,45578,D238-DR-L1,D238R,D238R,INF194K018A5,DEBT,DIRECT,200000,1,0,Y,N,N,N,N,L1,19-11-2016 00:00:00,N,0,N,0,GD238R
B,7890,D239-GR,D239,D239,INF194K019A3,DEBT,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T1,08-11-2016 00:00:00,Y,0,N,0,GD239
B,45579,D239-GR-L1,D239,D239,INF194K019A3,DEBT,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,08-11-2016 00:00:00,Y,0,N,0,GD239
B,7891,D240-DP,D240,D240,INF194K010B0,DEBT,DIRECT,5000,0.01,0,N,Y,Y,Y,Y,T1,08-11-2016 00:00:00,Y,0,N,0,GD240
B,45580,D240-DP-L1,D240,D240,INF194K010B0,DEBT,DIRECT,200000,0.01,0,N,N,N,N,N,L1,08-11-2016 00:00:00,Y,0,N,0,GD240
B,7892,D240-DR,D240R,D240R,INF194K011B8,DEBT,DIRECT,5000,1,0,Y,N,Y,Y,Y,T1,19-11-2016 00:00:00,N,0,N,0,GD240R
B,45581,D240-DR-L1,D240R,D240R,INF194K011B8,DEBT,DIRECT,200000,1,0,Y,N,N,N,N,L1,19-11-2016 00:00:00,N,0,N,0,GD240R
B,7893,D241-GR,D241,D241,INF194K012B6,DEBT,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T1,08-11-2016 00:00:00,Y,0,N,0,GD241
B,45582,D241-GR-L1,D241,D241,INF194K012B6,DEBT,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,08-11-2016 00:00:00,Y,0,N,0,GD241
B,7894,D242-DP,D242,D242,INF194K013B4,DEBT,DIRECT,5000,0.01,0,N,Y,Y,Y,Y,T1,08-11-2016 00:00:00,Y,0,N,0,GD242
B,45583,D242-DP-L1,D242,D242,INF194K013B4,DEBT,DIRECT,200000,0.01,0,N,N,N,N,N,L1,08-11-2016 00:00:00,Y,0,N,0,GD242
B,7895,D242-DR,D242R,D242R,INF194K014B2,DEBT,DIRECT,5000,1,0,Y,N,Y,Y,Y,T1,19-11-2016 00:00:00,N,0,N,0,GD242R
B,45584,D242-DR-L1,D242R,D242R,INF194K014B2,DEBT,DIRECT,200000,1,0,Y,N,N,N,N,L1,19-11-2016 00:00:00,N,0,N,0,GD242R
B,7896,D243-GR,D243,D243,INF194K015B9,DEBT,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T1,06-01-2014 00:00:00,Y,0,N,0,GD243
B,45585,D243-GR-L1,D243,D243,INF194K015B9,DEBT,DIRECT,200000,1,0,Z,Y,N,N,N,L1,27-02-2019 00:00:00,N,0,N,0,GD243
B,7884,D257-GR,D257,D257,INF194K012A8,EQUITY,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T3,05-11-2016 00:00:00,Y,0,N,0,GD257
B,45586,D257-GR-L1,D257,D257,INF194K012A8,EQUITY,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD257
B,7885,D258-DP,D258,D258,INF194K013A6,EQUITY,DIRECT,5000,0.01,0,N,Y,Y,Y,Y,T3,05-11-2016 00:00:00,Y,0,N,0,GD258
B,45587,D258-DP-L1,D258,D258,INF194K013A6,EQUITY,DIRECT,200000,0.01,0,N,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD258
B,7886,D258-DR,D258R,D258R,INF194K014A4,EQUITY,DIRECT,5000,0.01,0,Y,Y,Y,Y,Y,T3,10-11-2016 00:00:00,Y,0,N,0,GD258R
B,45588,D258-DR-L1,D258R,D258R,INF194K014A4,EQUITY,DIRECT,200000,0.01,0,Y,N,N,N,N,L1,10-11-2011 00:00:00,Y,0,N,0,GD258R
B,7871,D265-GR,D265,D265,INF194K01X46,EQUITY,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T3,06-01-2014 00:00:00,Y,0,N,0,GD265
B,45609,D265-GR-L1,D265,D265,INF194K01X46,EQUITY,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,13-12-2016 00:00:00,Y,0,N,0,GD265
B,7872,D266-DP,D266,D266,INF194K01X53,EQUITY,DIRECT,5000,0.01,0,N,Y,Y,Y,Y,T3,06-01-2014 00:00:00,Y,0,N,0,GD266
B,45610,D266-DP-L1,D266,D266,INF194K01X53,EQUITY,DIRECT,200000,0.01,0,N,N,N,N,N,L1,13-12-2016 00:00:00,Y,0,N,0,GD266
B,7873,D266-DR,D266R,D266R,INF194K01X61,DEBT,DIRECT,5000,0.01,0,Y,N,Y,Y,Y,T3,19-11-2016 00:00:00,N,0,N,0,GD266R
B,45611,D266-DR-L1,D266R,D266R,INF194K01X61,DEBT,DIRECT,200000,0.01,0,Y,N,N,N,N,L1,19-11-2016 00:00:00,N,0,N,0,GD266R
B,7897,D280-GR,D280,D280,INF194K015G8,DEBT,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T1,05-11-2016 00:00:00,Y,0,N,0,GD280
B,45612,D280-GR-L1,D280,D280,INF194K015G8,DEBT,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD280
B,7898,D281-DP,D281,D281,INF194K016G6,DEBT,DIRECT,5000,0.01,0,N,Y,Y,Y,Y,T1,05-11-2016 00:00:00,Y,0,N,0,GD281
B,45613,D281-DP-L1,D281,D281,INF194K016G6,DEBT,DIRECT,200000,0.01,0,N,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD281
B,7855,D44-GR,D44,D44,INF194K01L16,DEBT,DIRECT,5000,1,0,Z,N,N,N,N,T1,05-11-2016 00:00:00,Y,0,N,0,D44
B,45614,D44-GR-L1,D44,D44,INF194K01L16,DEBT,DIRECT,200000,1,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,D44
B,7864,D51-GR,D51,D51,INF194K01U72,DEBT,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T2,05-11-2016 00:00:00,Y,0,N,0,GD51
B,45615,D51-GR-L1,D51,D51,INF194K01U72,DEBT,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD51
B,7852,D65-GR,D65,D65,INF194K01J77,DEBT,DIRECT,100,0.01,0,Z,Y,Y,Y,Y,T1,05-11-2016 00:00:00,N,0,N,0,GD65
B,45616,D65-GR-L1,D65,D65,INF194K01J77,DEBT,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,GD65
B,7853,D66-DR,D66,D66,INF194K01J85,DEBT,DIRECT,100,0.01,0,Y,Y,Y,Y,Y,T1,05-11-2016 00:00:00,N,0,N,0,GD66
B,45617,D66-DR-L1,D66,D66,INF194K01J85,DEBT,DIRECT,200000,0.01,0,Y,N,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,GD66
B,7854,D67-DR,D67,D67,INF194K01K33,DEBT,DIRECT,100,0.01,0,Y,Y,Y,Y,Y,T1,05-11-2016 00:00:00,N,0,N,0,GD67
B,45618,D67-DR-L1,D67,D67,INF194K01K33,DEBT,DIRECT,200000,0.01,0,Y,N,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,GD67
B,7857,D82-GR,D82,D82,INF194K01N63,DEBT,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T1,05-11-2016 00:00:00,Y,0,N,0,GD82
B,45920,D82-GR-L1,D82,D82,INF194K01N63,DEBT,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GD82
B,7860,D86-GR,D86,D86,INF194K01Q29,DEBT,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T1,05-11-2016 00:00:00,N,0,N,0,GD86
B,45921,D86-GR-L1,D86,D86,INF194K01Q29,DEBT,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,GD86
B,7851,DFCCD-DR,DFCCD,DFCCD,INF194K01I78,LIQUID,DIRECT,100,0.01,0,Y,Y,Y,Y,Y,T1,06-01-2014 00:00:00,N,0,N,0,GDFCCD
B,45922,DFCCD-DR-L0,DFCCD,DFCCD,INF194K01I78,LIQUID,DIRECT,100,0.01,0,Y,N,N,N,N,L0,13-12-2016 00:00:00,N,0,N,0,GDFCCD
B,7850,DFCCG-GR,DFCCG,DFCCG,INF194K01I60,LIQUID,DIRECT,100,0.01,0,Z,Y,Y,Y,Y,T1,06-01-2014 00:00:00,N,0,N,0,GDFCCG
B,45923,DFCCG-GR-L0,DFCCG,DFCCG,INF194K01I60,LIQUID,DIRECT,100,0.01,0,Z,N,N,N,N,L0,13-12-2016 00:00:00,N,0,N,0,GDFCCG
B,7856,DFRG-GR,DFRG,DFRG,INF194K01M80,DEBT,DIRECT,100,0.01,0,Z,Y,Y,Y,Y,T1,05-11-2016 00:00:00,N,0,N,0,GDFRG
B,45924,DFRG-GR-L1,DFRG,DFRG,INF194K01M80,DEBT,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,GDFRG
B,7859,DGSG-GR,DGSG,DGSG,INF194K01P38,DEBT,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T1,05-11-2016 00:00:00,N,0,N,0,GDGSG
B,45925,DGSG-GR-L1,DGSG,DGSG,INF194K01P38,DEBT,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,N,0,N,0,GDGSG
B,7862,DMTG-GR,DMTG,DMTG,INF194K01S50,DEBT,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T1,05-11-2016 00:00:00,Y,0,N,0,GDMTG
B,45926,DMTG-GR-L1,DMTG,DMTG,INF194K01S50,DEBT,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GDMTG
B,7861,DSSG-GR,DSSG,DSSG,INF194K01R51,DEBT,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T1,05-11-2016 00:00:00,Y,0,N,0,GDSSG
B,45927,DSSG-GR-L1,DSSG,DSSG,INF194K01R51,DEBT,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GDSSG
B,7863,DSTG-GR,DSTG,DSTG,INF194K01U07,DEBT,DIRECT,5000,0.01,0,Z,Y,Y,Y,Y,T1,05-11-2016 00:00:00,Y,0,N,0,GDSTG
B,45928,DSTG-GR-L1,DSTG,DSTG,INF194K01U07,DEBT,DIRECT,200000,0.01,0,Z,N,N,N,N,L1,05-11-2016 00:00:00,Y,0,N,0,GDSTG
B,2440,FMP63-864GR,864,864,INF194K01XZ0,DEBT,NORMAL,10000,1,0,Z,N,N,N,N,MF,09-03-2012 00:00:00,N,0,N,0,G864
B,2441,FMP63-865DP,865,865,INF194K01YA1,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,09-03-2012 00:00:00,N,0,N,0,G865
B,2442,FMP63-866QD,866,866,INF194K01YB9,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,09-03-2012 00:00:00,N,0,N,0,G866
B,2421,FMP70-857GR,857,857,INF194K01XU1,DEBT,NORMAL,10000,1,0,Z,N,N,N,N,MF,01-03-2012 00:00:00,N,0,N,0,G857
B,2422,FMP70-858DP,858,858,INF194K01XV9,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,01-03-2012 00:00:00,N,0,N,0,G858
B,2438,FMP71-862,862,862,INF194K01YC7,DEBT,NORMAL,10000,1,0,Z,N,N,N,N,MF,07-03-2012 00:00:00,N,0,N,0,G862
B,2439,FMP71-863DP,863,863,INF194K01YD5,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,07-03-2012 00:00:00,N,0,N,0,G863
B,2499,FMP73-882GR,882,882,INF194K01YT1,DEBT,NORMAL,10000,1,0,Z,N,N,N,N,MF,21-03-2012 00:00:00,N,0,N,0,G882
B,2500,FMP73-883DP,883,883,INF194K01YU9,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,21-03-2012 00:00:00,N,0,N,0,G883
B,45981,ID11-DR,11,11,INF194K01EO4,DEBT,NORMAL,100,1,0,Y,Y,N,N,N,T1,06-01-2017 00:00:00,N,0,N,0,11
B,45982,ID11-DR-L1,11,11,INF194K01EO4,DEBT,NORMAL,200000,1,0,Y,Y,N,N,N,L1,06-01-2017 00:00:00,N,0,N,0,11
B,45983,ID12-DR,12,12,INF194K01ER7,DEBT,NORMAL,100,1,0,Y,Y,N,N,N,T1,06-01-2017 00:00:00,N,0,N,0,12
B,45984,ID12-DR-L1,12,12,INF194K01ER7,DEBT,NORMAL,200000,1,0,Y,Y,N,N,N,L1,06-01-2017 00:00:00,N,0,N,0,12
B,10722,ID1344-GR,1344,1344,INF194KA1QC0,DEBT,NORMAL,10000,1,0,Z,N,N,N,N,MF,30-07-2014 00:00:00,N,0,N,0,G1344
B,10723,ID1345-DP,1345,1345,INF194KA1QD8,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,30-07-2014 00:00:00,N,0,N,0,G1345
B,10724,ID1346-DP,1346,1346,INF194KA1QF3,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,30-07-2014 00:00:00,N,0,N,0,G1346
B,10725,ID1347-DP,1347,1347,INF194KA1QE6,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,30-07-2014 00:00:00,N,0,N,0,G1347
B,11454,ID1354-GR,1354,1354,INF194KA1VI7,DEBT,NORMAL,10000,1,0,Z,N,N,N,N,MF,16-10-2014 00:00:00,N,0,N,0,G1354
B,11455,ID1355-DP,1355,1355,INF194KA1VJ5,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,16-10-2014 00:00:00,N,0,N,0,G1355
B,11456,ID1356-DP,1356,1356,INF194KA1VL1,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,16-10-2014 00:00:00,N,0,N,0,G1356
B,11457,ID1357-DP,1357,1357,INF194KA1VK3,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,16-10-2014 00:00:00,N,0,N,0,G1357
B,11458,ID1358-GR,1358,1358,INF194KA1VQ0,DEBT,NORMAL,10000,1,0,Z,N,N,N,N,MF,21-10-2014 00:00:00,N,0,N,0,G1358
B,11459,ID1359-DP,1359,1359,INF194KA1VR8,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,21-10-2014 00:00:00,N,0,N,0,G1359
B,11460,ID1360-DP,1360,1360,INF194KA1VT4,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,21-10-2014 00:00:00,N,0,N,0,G1360
B,11461,ID1361-DP,1361,1361,INF194KA1VS6,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,21-10-2014 00:00:00,N,0,N,0,G1361
B,11552,ID1362-GR,1362,1362,INF194KA1WI5,DEBT,NORMAL,10000,1,0,Z,N,N,N,N,MF,27-10-2014 00:00:00,N,0,N,0,G1362
B,11553,ID1363-DP,1363,1363,INF194KA1WJ3,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,27-10-2014 00:00:00,N,0,N,0,G1363
B,11554,ID1364-DP,1364,1364,INF194KA1WL9,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,27-10-2014 00:00:00,N,0,N,0,G1364
B,11555,ID1365-DP,1365,1365,INF194KA1WK1,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,27-10-2014 00:00:00,N,0,N,0,G1365
B,12802,ID1374-GR,1374,1374,INF194KA1D16,DEBT,NORMAL,10000,1,0,Z,N,N,N,N,MF,05-05-2015 00:00:00,N,0,N,0,G1374
B,12803,ID1375-DP,1375,1375,INF194KA1C90,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,05-05-2015 00:00:00,N,0,N,0,G1375
B,12804,ID1376-DP,1376,1376,INF194KA1D24,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,05-05-2015 00:00:00,N,0,N,0,G1376
B,12805,ID1377-DP,1377,1377,INF194KA1D08,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,05-05-2015 00:00:00,N,0,N,0,G1377
B,13719,ID1378-GR,1378,1378,INF194KA1K66,DEBT,NORMAL,10000,1,0,Z,N,N,N,N,MF,03-08-2015 00:00:00,N,0,N,0,G1378
B,13720,ID1379-DP,1379,1379,INF194KA1K74,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,03-08-2015 00:00:00,N,0,N,0,G1379
B,13721,ID1380-DP,1380,1380,INF194KA1K90,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,03-08-2015 00:00:00,N,0,N,0,G1380
B,13722,ID1381-DP,1381,1381,INF194KA1K82,DEBT,NORMAL,10000,1,0,N,N,N,N,N,MF,03-08-2015 00:00:00,N,0,N,0,G1381
B,14151,ID1382-GR,1382,1382,INF194KA1L40,DEBT,NORMAL,10000,1,0,Z,N,N,N,N,MF,05-10-2015 00:00:00,N,0,N,0,G1382
